微博id,发布者,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IwDTG3zeD,用户6611334950,"用户6611334950:钟南山：疫情有望4月前结束；网友：如果4月开工，网贷平台会倒吗?中国工程院院士钟南山在前几天接受记者采访时说，新冠病毒肺炎疫情有望4月前结束。一些网友听说此消息后，发出一个这样的疑问：如果企业普遍于4月份之后开工，一些网贷平台会倒闭吗？针对这一发问，我们来具体分析一下。受新冠病毒肺炎疫情的影响，许多人无法外出打工，没有收入来源，一些人就缺乏资金来归还银行房贷、信用卡和网贷平台的欠款。而这些人当中，绝大部分都是在中小民营企业上班的，还有一些是个体经营户。对于公务员、央企、国企的员工来说，工资是会照发的，不存在没有收入的问题。如果企业普遍于4月之后开工，那么意味着许多人还要支撑2个月。也就是说，还有2个月未能按时归还银行房贷、信用卡和网贷平台的欠款。此时，银行房贷、信用卡和网贷平台的贷款逾期金额就会大幅攀升。在这种情况下，对于银行来说，虽然贷款、信用卡的业务量很大，疫情导致的逾期贷款（包括信用卡欠款）金额肯定不小。但银行家大业大，资金雄厚，撑上一年半载还是没有问题的。但一些网贷公司和网贷平台的情况就不一样了。原本网贷平台的贷款逾期量就大，逾期率也高，再经这次新冠病毒肺炎疫情的折腾，逾期贷款更会大面积的爆发。在这种情况下，一些资金实力不雄厚的网贷平台就有可能支撑不住，面临倒闭的风险。我国网贷平台的发展始于2009年，2013年出现了野蛮式生长。在2015年7月份监管出手之前，网贷平台处于无人监管的状态，网贷乱象 滋生漫延。此后，随着国家监管力度的加大，出现了2次的网贷平台倒闭潮。先是于2018年6月出现了一波网贷平台集中倒闭、跑路的现象。再一次倒闭潮出现在2019年上半年，现金贷的监管风暴出现后，多家平台倒闭。经过上述的2次倒闭清理之后，目前留下的网贷平台算是较为正规和有资金实力的。但再怎么正规，都无法与广大百姓的预期相符，有许许多多的人垢病网贷平台的弊端，希望网贷平台倒闭。但即便是网贷平台倒闭了，借款人和平台的债务关系依旧是存在的。倒闭的平台可能无法再催收，因此借款人暂时不用还款。但网贷平台的投资方（债权人）会向借款人追讨，甚至会采取民事诉讼的司法追讨方式，强迫借款人还钱。当然，如果网贷平台发放的是高利贷，网贷平台倒闭之后，借款人可与债权人协商一个还款方案，将高于36%那部分利息免除，达成双方一个都能接受的合理的还款金额。所以个人还是要好好维护自己的征信健康，同时也要小心被人盗用身份信息冒领贷款。对自己征信情况不放心有过网贷记录的,可以 关注 微❤ 公众【资信秒查】一键查询分析信用卡贷款被拒原因，查网黑，征信黑名单，冒名贷款，起诉信息，别成网黑了都不知道。 原图 ",无,无,2020-03-01 22:44,微博 weibo.com,0,0,0
IwDTCtsin,深圳公安,深圳公安:#即使危险也总要有人干#【#每天处理400桶医疗废物的人# 转！让更多人认识他们！】疫情暴发后，武汉北湖云峰环保科技有限公司临危受命，转型处理新冠肺炎医疗废物。工人们每天处置400桶医疗废物，只能用手倒。当记者问，你知道它有多危险吗。工作人员说：“危险怎么办呢？总要有人干！”致敬！http://t.cn/A67JQ3Cy ,无,无,2020-03-01 22:44,微博 weibo.com,78,8,20
IwDTtCsyo,红星新闻,红星新闻:【#武汉客厅方舱医院132名患者集体出院#】3月1日，武汉客厅方舱医院132名新冠肺炎患者集体出院！这也是武汉客厅方舱医院成立以来，最大规模的一次出院，也是全市医院中单日出院人数最多的一次。据武汉客厅方舱医院副院长梅斌介绍，这次出院中，年龄最小19岁，年龄最大75岁。经过该院医护的中西医结合疗法精心治疗，该批患者体温正常3天以上，呼吸道症状明显好转，胸部影像学显示炎症明显吸收，连续两次呼吸道病原核酸检测呈阴性。经过专家组会诊，按照诊疗方案符合出院标准，准予出院。出院后，他们由各区派车接到隔离点，进行14天左右的隔离观察期，再到医院进行复查。（长江日报） [组图共4张] 原图 ,无,无,2020-03-01 22:43,无,30,1,3
IwDTq82lT,深圳的那些事儿,深圳的那些事儿:#深圳身边事# 【#深圳新增一境外输入性病例#】3月1日凌晨，深圳市卫生健康委报告1例境外输入新冠肺炎确诊病例。患者，男，35岁，在英国布里斯托工作。2月27日乘坐CX250航班，由伦敦飞往香港。28日0在香港机场海天码头乘坐渡轮到蛇口码头，入境时，显示该患者体温正常，患者全程佩戴口罩。29日上午，患者出现咳嗽、发热症状。前往中山大学附属第八医院就诊，随后确诊。 目前香港机场往珠三角的客轮班次均取消。 [组图共2张] 原图 ,无,无,2020-03-01 22:43,华强北iPhone客户端,1149,1139,927
IwDTolgSE,直播萧县,直播萧县:【武汉一新冠肺炎确诊患者私自出院散步发视频炫耀后道歉：愿意接受法律严惩】近日，一男子自拍视频称自己是住院隔离人员，从医院跑出散步，溜出后不仅去药房买了一瓶84消毒液，还四处游走拍视频“炫耀”，称在家隔离的人都是“苕货”，怕死。视频在网络上传播后引起不少人恐慌。随后，该男子拍摄另一段视频向公众讲述事情经过并向公众道歉，称自己的行为给武汉的形象抹黑，表示病愈之后愿意接受法律的严惩。http://t.cn/A67xMrdW （来源: 环球时报新媒体） ,无,无,2020-03-01 22:43,无,2,0,1
IwDTccynO,兰山发布,兰山发布:#兰山打赢疫情防控硬仗#【临沂市兰山区共青团“1+7”志愿服务活动，查体推拿、理发等志愿服务】按照区委、区政府和团市委关于做好新冠肺炎疫情防控一线医护人员关心关爱工作的要求，及时将团组织的关怀温暖传达给战斗在抗击疫情前线的工作者及其家属们。2月29日，临沂市暨兰山共青团关爱一线防疫人员“1+7”志愿服务活动继续开展。沂蒙阳光志愿者协会到白沙埠镇尤村、凤仪官庄村，为一线医护防疫人员父母提供健康查体推拿，理发等志愿服务。 原图 ,无,无,2020-03-01 22:43,微博 weibo.com,0,0,0
IwDT601C4,猛料bot,猛料bot:重磅！截止2月27日21:30分，钟南山院士最新发言，带来三个好消息！！两个坏消息！！！↓↓↓好消息1、我们有信心，疫情会在四月底基本控制住！！2、疫情首先出现在中国，不一定是发源在中国！！3、出院后复阳的患者，主要身体里产生了足够的抗体，就不会再感染了！！坏消息1、这个病有突出特点：小气道里面非常粘的粘液非常多，阻碍了期道的通畅。这个我们还没有解决，我们正在想办法解决。2、这一次疫情中，对新发的疾病治疗上有些束手无策，只能根据原理，用现有的药考虑治疗。钟南山还表示1、新冠肺炎1人能传染2到3人，说明传染非常快。2、建议目前国外疫情蔓延得很快的国家，应该参考中国，早发现，早隔离。3、这是一个人类的疾病，不是一个国家的疾病。4、假如我们在12月初，甚至是1月初能够采取严格防控措施的话，我们的病人将会大幅减少。我们曾经估计过，要是25号再实施的话，我们将会增加到十几万。这个病毒的确非常狡猾，目前的确还有一些问题没有找到治疗的办法，但是我们相信会有的！！钟南山院士说的对，这是全人类要对抗的疾病，并不是一个国家的疾病。中国确诊数最多，但经过我们1个月的努力，已经成功控制住，并且一直在好转。希望目前确诊数仍在爆发期的国家要参考中国防疫成功的经验，将疫情的影响控制到最小。同样，也希望全球人民团结一致，众志成城，一起挺过去。↓↓↓胜利终将属于我们 [组图共2张] 原图 ,无,无,2020-03-01 22:42,微博 weibo.com,3,1,0
IwDT1zVbh,为健康传播,"为健康传播:【重磅！《#新型冠状病毒感染肺炎防控漫画#》出版，免费阅读！】, 快来看吧！ | http://t.cn/A6P9sv9U#思维导图##健康教育思维导图##疫情防控知识思维导图#经典#疫情防控“四早”#发展#新冠肺炎疫情防控工作“七早”##新冠肺炎防控工作“八早”##新冠肺炎防控工作“十一早”##新冠肺炎防控工作“十二早”##预防为主思维图##战“疫”情思维导图##中医中药：国宝思维导图#为#打赢疫情防控阻击战#助力。 原图 ",无,无,2020-03-01 22:42,小米浏览器,0,1,1
IwDT0EOt3,江津之声,江津之声:#江津ing#【今起，德感油溪白沙支坪等街镇的班车、公交线路恢复运营】今日，从区交通局获悉，根据我区新冠肺炎疫情分区分级分类防控工作要求，即日起，将继续恢复部分区内客运班线。广大市民可通过“渝客行”APP、车站自主售票机或车站窗口3种方式购票。值得一提的是，乘坐客运班线的旅客须携带个人身份证件实名登记购票，佩戴好口罩，并配合车站进行体温检测。车辆行驶途中不上下旅客，勿随意串座，务必全程戴好口罩。途中尽量避免用手触摸车上物品...全文http://t.cn/A67il9rz 原图 ,无,无,2020-03-01 22:42,360安全浏览器,0,0,5
IwDO7wz4a,大连日报,大连日报:【为大连！这些国际友城、机构、友人同做一件事！】新冠肺炎疫情发生以来，一些长期与大连开展友好交流的国际友城、机构、友人来电、来函，以不同形式表达了对我市新冠肺炎疫情防治工作的坚定支持和对大连市民的良好祝福       大连市荣誉公民、日本舞鹤市市长多多见良三在慰问信中，表达了对友城大连的挂念，对大连防疫工作的支持，以及对医护工作者的祝福。不仅如此，他表示舞鹤市还将继续筹集医疗物资，协助大连共战疫情。       日本岩手县知事达增拓也在慰问信中说，“在此逆境中，大连市人民团结一心、与疾病顽强斗争的精神，给我留下了无比深刻的印象。我坚信通过不懈努力，大连市一定能在短期内将疾病封杀于初期阶段。衷心祝愿大连市人民早日克服困难，尽快恢复正常生产生活。‘交情得似山溪渡，不管风波去又来’。”       韩国光州广域市市长李庸燮在致大连市的慰问信中表达了对大连市的慰问，以及与150万光州市民为大连市民祈祷健康和安全的诚挚心意。他表示，自两市缔结友好合作关系以来，双方已在多领域开展交流。希望光州与大连同心抗击疫情的行动和决心能够进一步增进理解互信，加深友好情谊。       韩国光阳市市长郑铉福向大连市政府致电，表达了对大连市人民的慰问，相信大连市一定能夺取疫情防控阻击战的胜利。光阳市政府负责外事工作的国际协力系还专门录制视频为大连加油。       荷兰恩斯赫德市市长翁诺・万合智在慰问信中表示，祝愿大连能够凝聚一切力量，渡过困难时期，我们的心与你们同在。       记者从市政府外办了解到，截至目前，已有20多个国际友城政府、组织和友人来函来电，表达了与我们同心协力，共克时艰的愿望和信心。与此同时，长期与大连开展友好交流的国际友城、有关国家和地区友好协会、大连市荣誉公民等还积极向我市捐助物资，用于我市抗“疫”前线，帮助我市缓解抗击新冠肺炎疫情医疗物资短缺问题。（大连新闻传媒集团记者鹿道铭） 原图 ,无,无,2020-03-01 22:30,360安全浏览器,2,2,1
IwDO7dmDY,怒江政法,"怒江政法:【快讯！首尔市以杀人罪等起诉新天地教会会长】据韩联社刚刚消息，韩国首尔市方面1日以杀人罪等罪名起诉新天地教会会长李万熙等人。       报道称，首尔市方面1日下午以杀人罪、伤害罪、违反传染病预防管理相关法律为由，向首尔中央地方监察厅起诉李万熙以及教会十二支派的支派长。首尔市方面表示，被告人拒绝病毒检测，教徒们也不积极协助防疫部门采取措施，反而在给政府提交的教徒名单中，出现遗漏或虚假记录等妨碍防疫部门工作的情况。首尔市方面补充说，被告人的行为在刑法上属于杀人罪及伤害罪，并涉嫌违反传染病预防法。对于新天地教会相关人士称李万熙已经接受检测的消息，首尔市方面表示，尚未正式确认其是否接受检测。        3月1日上午，首尔市长朴元淳在自己的脸书账号发布题为“新天地教总会长李万熙作为本次事件的核心责任人,请立即出面解决问题”的文章。朴元淳敦促李万熙等新天地教会人员向国民道歉，要求李万熙本人以及全体新天地教会教徒立即接受检查，积极配合防疫工作。朴元淳还表示，如果教会不采取必要措施，首尔市方面将按照此前预告，以过失杀人罪等罪名提起诉讼。朴元淳还喊话检察总长尹锡悦称，逮捕李万熙是目前检方应该发挥的作用韩国中央防疫对策本部3月1日通报，截至当地时间1日下午4时，韩国较上午9时新增 210例新冠肺炎确诊病例，累计确诊病例达3736例。 原图 ",无,无,2020-03-01 22:30,360安全浏览器,0,0,0
